name,address,city,country,price,cuisine,url,award,stars,longitude,latitude
Le Louis XV - Alain Ducasse à l'Hôtel de Paris,"Place du Casino, Monaco, 98000, France",Monaco,France,€€€€,"Mediterranean Cuisine, Modern Cuisine",https://www.ducasse-paris.com/,3 Stars,3.0,7.4271047,43.7391839
Les Ambassadeurs by Christophe Cussac,"Hôtel Métropole Monte-Carlo, 4 avenue de la Madone, Monaco, 98000, France",Monaco,France,€€€€,"Modern Cuisine, Mediterranean Cuisine",http://www.metropole.com/fr/,2 Stars,2.0,7.4275615,43.7405056
Blue Bay Marcel Ravin,"40 avenue Princesse-Grace, Monaco, 98000, France",Monaco,France,€€€€,Creative,https://www.montecarlosbm.com/fr/restaurant-monaco/le-blue-bay,2 Stars,2.0,7.4379746,43.7488966
"Pavyllon, un restaurant de Yannick Alléno, Monte-Carlo","Square Beaumarchais, Monaco, 98000, France",Monaco,France,€€€€,"Modern Cuisine, Creative",https://www.montecarlosbm.com/fr/restaurant-monaco/pavyllon-monte-carlo-un-restaurant-yannick-alleno-hotel-hermitage-monte-carlo,1 Star,1.0,7.4258682,43.7384624
Le Grill,"Hôtel de Paris Monte-Carlo, place du Casino, Monaco, 98000, France",Monaco,France,€€€€,Classic Cuisine,https://www.montecarlosbm.com/fr/restaurant-monaco/le-grill,1 Star,1.0,7.4271,43.7393665
La Table d'Antonio Salvatore au Rampoldi,"3 avenue des Spélugues, Monaco, 98000, France",Monaco,France,€€€€,"Italian, Creative",http://www.rampoldi.mc/la-table-dantonio-salvatore,1 Star,1.0,7.4278204,43.7404558
Yoshi,"4 avenue de la Madone, Monaco, 98000, France",Monaco,France,€€€€,Japanese,http://www.metropole.com/fr,1 Star,1.0,7.4279751,43.7408177
