name,address,city,country,price,cuisine,url,award,greenstar,stars,longitude,latitude
Dastaan,"447 Kingston Road, Ewell, KT19 0DB, United Kingdom",Ewell,United Kingdom,££,Indian,https://www.dastaan.co.uk/,Bib Gourmand,0,0.5,-0.2661511,51.3690789
BOX-E,"Unit 10, Cargo 1, Wapping Wharf, City of Bristol, BS1 6WP, United Kingdom",City of Bristol,United Kingdom,££,Modern British,https://www.boxebristol.com,Bib Gourmand,0,0.5,-2.5991738,51.4468096
Twelve,"Marsh Mill, Fleetwood Road North, Thornton, FY5 4JZ, United Kingdom",Thornton,United Kingdom,££,Modern British,https://www.twelve-restaurant.co.uk,Bib Gourmand,0,0.5,-3.0116422,53.8748962
Bao,"53 Lexington Street, Soho, London, W1F 9AS, United Kingdom",London,United Kingdom,£,Taiwanese,https://baolondon.com/restaurant/bao-soho/,Bib Gourmand,0,0.5,-0.13654,51.5132537
Kateh,"5 Warwick Place, Little Venice, London, W9 2PX, United Kingdom",London,United Kingdom,££,Persian,https://www.katehrestaurant.co.uk/,Bib Gourmand,0,0.5,-0.183753,51.5220669
Palomar,"34 Rupert Street, Soho, London, W1D 6DN, United Kingdom",London,United Kingdom,££,Middle Eastern,https://thepalomar.co.uk/,Bib Gourmand,0,0.5,-0.132765,51.511258
Artusi,"161 Bellenden Road, Southwark, London, SE15 4DH, United Kingdom",London,United Kingdom,££,Italian,https://artusi.co.uk,Bib Gourmand,0,0.5,-0.0727785,51.4666764
Plaquemine Lock,"139 Graham Street, Islington, London, N1 8LB, United Kingdom",London,United Kingdom,££,"Creole, Cajun",https://plaqlock.com/,Bib Gourmand,0,0.5,-0.1004633,51.5326532
Primeur,"116 Petherton Road, Canonbury, London, N5 2RT, United Kingdom",London,United Kingdom,££,Modern British,https://primeurn5.co.uk/,Bib Gourmand,0,0.5,-0.0900885,51.5543915
Farang,"72 Highbury Park, Highbury, London, N5 2XE, United Kingdom",London,United Kingdom,££,Thai,https://faranglondon.co.uk/,Bib Gourmand,0,0.5,-0.0977828,51.5570116
Touring Club,"4 Washington Buildings, Stanwell Road, Penarth, CF64 2AD, United Kingdom",Penarth,United Kingdom,££,Modern British,https://www.thetouring.club/,Bib Gourmand,0,0.5,-3.1736935,51.4373454
tipo,"110 Hanover Street, Edinburgh, EH2 1DR, United Kingdom",Edinburgh,United Kingdom,££,Italian,https://www.tipoedinburgh.co.uk,Bib Gourmand,0,0.5,-3.1980674,55.9544928
Fish Shop,"3 Netherley Place, Ballater, AB35 5QE, United Kingdom",Ballater,United Kingdom,££,Seafood,https://fishshopballater.co.uk,Bib Gourmand,0,0.5,-3.0396833,57.0496443
Root Wells,"12 Sadler Street, Wells, BA5 2SE, United Kingdom",Wells,United Kingdom,££,"Vegetarian, Modern Cuisine",https://www.rootwells.co.uk/,Bib Gourmand,0,0.5,-2.6460622,51.2096222
The Reindeer,"Main Street, Hoveringham, NG14 7JR, United Kingdom",Hoveringham,United Kingdom,££,Traditional British,https://www.reindeerpub.com,Bib Gourmand,0,0.5,-0.9591836,53.0142399
Yr Hen Printworks,"Carrier's Lane, Cardigan, SA43 1FA, United Kingdom",Cardigan,United Kingdom,££,Modern Cuisine,https://www.yrhenprintworks.co.uk/,Bib Gourmand,0,0.5,-4.659609,52.0821267
Kushi-Ya,"14a Low Pavement, Nottingham, NG1 7DL, United Kingdom",Nottingham,United Kingdom,££,Japanese,https://kushi-ya.co.uk,Bib Gourmand,0,0.5,-1.14779,52.95137
Andria,"5 Lower Street, Dartmouth, TQ6 9AJ, United Kingdom",Dartmouth,United Kingdom,££,"Modern Cuisine, European",https://andriadartmouth.com/,Bib Gourmand,0,0.5,-3.5783436,50.3500923
Celentano's,"Cathedral House Hotel, 28-32 Cathedral Square, Glasgow City, G4 0XA, United Kingdom",Glasgow City,United Kingdom,££,Italian,https://celentanosglasgow.com/,Bib Gourmand,0,0.5,-4.2349737,55.861929
manteca,"49-51 Curtain Road, Shoreditch, London, EC2A 3PT, United Kingdom",London,United Kingdom,££,Italian,https://www.mantecarestaurant.co.uk/,Bib Gourmand,0,0.5,-0.0804723,51.5240402
Sculthorpe Mill,"Lynn Road, Sculthorpe, NR21 9QG, United Kingdom",Sculthorpe,United Kingdom,££,Modern British,https://www.sculthorpemill.uk,Bib Gourmand,0,0.5,0.80844,52.83726
Bryn Williams at Porth Eirias,"The Promenade, Colwyn Bay, LL29 8HH, United Kingdom",Colwyn Bay,United Kingdom,££,Modern British,https://www.portheirias.com,Bib Gourmand,0,0.5,-3.7176795,53.2953743
Kilberry Inn,"Kilberry, PA29 6YD, United Kingdom",Kilberry,United Kingdom,££,"Modern British, Scottish",https://www.kilberryinn.com/,Bib Gourmand,0,0.5,-5.6501159,55.8194385
Noble,"27a Church Road, Holywood, BT18 9BU, United Kingdom",Holywood,United Kingdom,££,Modern Cuisine,https://nobleholywood.com,Bib Gourmand,0,0.5,-5.8333093,54.6414093
Cornish Arms,"15 West Street, Tavistock, PL19 8AN, United Kingdom",Tavistock,United Kingdom,££,Traditional Cuisine,https://www.thecornisharmstavistock.co.uk/,Bib Gourmand,0,0.5,-4.1473599,50.5494467
Rick Stein's Café,"10 Middle Street, Padstow, PL28 8AP, United Kingdom",Padstow,United Kingdom,££,"Seafood, Asian Influences",https://www.rickstein.com/restaurants/rick-steins-cafe/,Bib Gourmand,0,0.5,-4.939904,50.5413741
Broad Chare,"25 Broad Chare, Newcastle Upon Tyne, NE1 3DQ, United Kingdom",Newcastle Upon Tyne,United Kingdom,££,Traditional British,https://thebroadchare.co.uk/,Bib Gourmand,0,0.5,-1.6046544,54.9699036
Galvin Green Man,"Main Road, Howe Street, CM3 1BG, United Kingdom",Howe Street,United Kingdom,££,"Traditional British, Mediterranean Cuisine",https://galvinrestaurants.com/pub-restaurant-chelmsford-essex-galvin-green-man/,Bib Gourmand,0,0.5,0.458329,51.8065495
Haveli,"3-5 Broadway, Darras Hall, Ponteland, NE20 9PW, United Kingdom",Ponteland,United Kingdom,££,Indian,https://www.haveli.uk/,Bib Gourmand,0,0.5,-1.7645118,55.0360669
Charlton Arms,"Ludford Bridge, Ludlow, SY8 1PJ, United Kingdom",Ludlow,United Kingdom,££,Traditional British,https://www.thecharltonarms.co.uk/,Bib Gourmand,0,0.5,-2.7172663,52.363659
Duncombe Arms,"Main Road, Ellastone, DE6 2GZ, United Kingdom",Ellastone,United Kingdom,££,Modern British,https://www.duncombearms.co.uk/,Bib Gourmand,0,0.5,-1.8261734,52.9862494
Prashad,"137 Whitehall Road, Drighlington, BD11 1AT, United Kingdom",Drighlington,United Kingdom,££,Indian Vegetarian,https://www.prashad.co.uk/,Bib Gourmand,0,0.5,-1.6616085,53.756716
Kricket,"12 Denman Street, Soho, London, W1D 7HH, United Kingdom",London,United Kingdom,££,Indian,https://kricket.co.uk/,Bib Gourmand,0,0.5,-0.1353635,51.5107688
Cin Cin,"60 Western Road, Brighton and Hove, BN3 1JD, United Kingdom",Brighton and Hove,United Kingdom,££,Italian,https://www.cincin.co.uk,Bib Gourmand,0,0.5,-0.1617268,50.8261338
Kudu,"119 Queen's Road, Peckham, London, SE15 2EZ, United Kingdom",London,United Kingdom,£££,South African,https://www.kuducollective.com,Bib Gourmand,0,0.5,-0.0594382,51.4738574
Gunpowder Spitalfields,"11 White's Row, Spitalfields, London, E1 7NF, United Kingdom",London,United Kingdom,££,Indian,https://gunpowderrestaurants.com,Bib Gourmand,0,0.5,-0.0747543,51.5182811
COR,"81 North Street, Bedminster, City of Bristol, BS3 1ES, United Kingdom",City of Bristol,United Kingdom,££,Modern British,https://www.correstaurant.com,Bib Gourmand,0,0.5,-2.6049987,51.4406064
The Three Horseshoes,"74 Church Road, Fordham, CO6 3NJ, United Kingdom",Fordham,United Kingdom,££,Modern British,http://3hs.pub,Bib Gourmand,0,0.5,0.8020003,51.9182374
Tropea,"27 - 33 Lordswood Road, Harborne, Birmingham, B17 9RP, United Kingdom",Birmingham,United Kingdom,££,Italian,https://www.tropea.uk,Bib Gourmand,0,0.5,-1.9587848,52.4585824
Waterman,"5-23 Hill Street, Belfast, BT1 2LA, United Kingdom",Belfast,United Kingdom,£,European Contemporary,https://www.waterman.house/,Bib Gourmand,0,0.5,-5.9267975,54.6017969
The Pelican,"45 All Saints Road, Notting Hill, London, W11 1HE, United Kingdom",London,United Kingdom,££,Traditional Cuisine,https://thepelicanw11.com/,Bib Gourmand,0,0.5,-0.2046482,51.5188298
Les 2 Garçons,"14 Middle Lane, Crouch End, London, N8 8PL, United Kingdom",London,United Kingdom,££,French,https://www.les2garconsbistro.com,Bib Gourmand,0,0.5,-0.1235194,51.5812079
argoe,"The Strand, Newlyn, TR18 5HW, United Kingdom",Newlyn,United Kingdom,££,Seafood,https://www.argoenewlyn.co.uk,Bib Gourmand,0,0.5,-5.5486918,50.103804
Plaza Khao Gaeng,"Arcade Food Hall, 103-105 New Oxford Street, Bloomsbury, London, WC1A 1DB, United Kingdom",London,United Kingdom,££,Thai,https://plazakhaogaeng.com/,Bib Gourmand,0,0.5,-0.1290631,51.516414
Engine Social Dining,"72 Wharf Street, Sowerby Bridge, HX6 2AF, United Kingdom",Sowerby Bridge,United Kingdom,££,Modern Cuisine,https://enginesocial.co.uk/,Bib Gourmand,0,0.5,-1.9058171,53.7098412
Evernight,"Unit 1A, 3 Ravine Way Embassy Gardens, Wandsworth, London, SW11 7BH, United Kingdom",London,United Kingdom,££,"Japanese, Izakaya",https://evernightlondon.co.uk,Bib Gourmand,0,0.5,-0.130728,51.4818761
Blaise Inn,"260 Henbury Road, City of Bristol, BS10 7QR, United Kingdom",City of Bristol,United Kingdom,££,Traditional Cuisine,https://theblaiseinn.co.uk,Bib Gourmand,0,0.5,-2.6324229,51.5070257
Brutto,"35-37 Greenhill Rents, Clerkenwell, London, EC1M 6BN, United Kingdom",London,United Kingdom,££,Italian,https://brutto.co.uk,Bib Gourmand,0,0.5,-0.1024475,51.5198579
Sargasso,"Unit 13, Harbour Arm, Stone Pier, Margate, CT9 1AP, United Kingdom",Margate,United Kingdom,££,Modern Cuisine,https://www.sargasso.bar/,Bib Gourmand,0,0.5,1.3794152,51.3913176
Le Vin Perdu,"11 West Street, Ashburton, TQ13 7DT, United Kingdom",Ashburton,United Kingdom,££,French,https://www.levinperdu.co.uk,Selected Restaurants,0,0.25,-3.7568707,50.5150095
The Old Deanery,"Minster Road, Ripon, HG4 1QS, United Kingdom",Ripon,United Kingdom,££££,Modern British,https://theolddeanery.co.uk/restaurant/,Selected Restaurants,0,0.25,-1.5202061,54.1354226
FIFTY TWO,"Follifoot, Harrogate, HG3 1JH, United Kingdom",Harrogate,United Kingdom,££££,"Modern Cuisine, Creative",https://fiftytworuddingpark.co.uk/,Selected Restaurants,0,0.25,-1.4951622,53.9726725
Arlington,"20 Arlington Street, St James's, London, SW1A 1RG, United Kingdom",London,United Kingdom,£££,European,https://www.arlington.london/,Selected Restaurants,0,0.25,-0.1407703,51.5066741
Saga,"43 Malone Road, Belfast, BT9 6RX, United Kingdom",Belfast,United Kingdom,£££,Modern Cuisine,https://sagabelfast.com,Selected Restaurants,0,0.25,-5.9390885,54.5801769
Dishes,"194 High Street, Prestatyn, LL19 9BW, United Kingdom",Prestatyn,United Kingdom,£££,British Contemporary,https://www.restaurantdishes.co.uk,Selected Restaurants,0,0.25,-3.4018363,53.3328391
Mary's,"8-10 Pollen Street, Mayfair, London, W1S 1NQ, United Kingdom",London,United Kingdom,£££,Modern British,https://www.maryslondon.co.uk/#,Selected Restaurants,0,0.25,-0.1423756,51.5133373
Cloth,"44 Cloth Fair, City of London, London, EC1A 7JQ, United Kingdom",London,United Kingdom,£££,Traditional Cuisine,https://www.clothrestaurants.com/,Selected Restaurants,0,0.25,-0.1000817,51.5188725
Wildflowers,"57 Pimlico Road, Pimlico, London, SW1W 8NE, United Kingdom",London,United Kingdom,£££,Mediterranean Cuisine,https://www.wildflowersrestaurant.co.uk,Selected Restaurants,0,0.25,-0.1529152,51.4903918
Nest Farmhouse,"Docking, PE31 8RK, United Kingdom",Docking,United Kingdom,££,Country cooking,https://nestfarmhouse.co.uk/,Selected Restaurants,0,0.25,0.653411,52.8875954
YiQi,"14 Lisle Street, Chinatown, London, WC2H 7BE, United Kingdom",London,United Kingdom,££,Asian,http://www.yiqipanasia.co.uk/,Selected Restaurants,0,0.25,-0.1307474,51.5115279
Aragawa,"38 Clarges Street, Mayfair, London, W1J 7EN, United Kingdom",London,United Kingdom,££££,Japanese Steakhouse,https://aragawa-uk.com/,Selected Restaurants,0,0.25,-0.14519,51.50674
Holy Carrot,"156 Portobello Road, Notting Hill, London, W11 2EB, United Kingdom",London,United Kingdom,££,Vegan,https://www.holycarrot.co.uk/,Selected Restaurants,0,0.25,-0.2044226,51.5151688
Camille,"2-3 Stoney Street, Borough Market, Southwark, London, SE1 9AA, United Kingdom",London,United Kingdom,£££,French,https://www.camillerestaurant.co.uk/,Selected Restaurants,0,0.25,-0.0908046,51.5049892
Chef's Table by Josh Barnes,"Swinton Park, Masham, Swinton, HG4 4JH, United Kingdom",Swinton,United Kingdom,££££,Modern British,https://www.swintonestate.com/dining/chefs-table-by-josh-barnes/,Selected Restaurants,0,0.25,-1.6757954,54.2127218
The Great Bustard,"Great Durnford, SP4 6AY, United Kingdom",Great Durnford,United Kingdom,£££,Modern British,https://thegreatbustard.uk/,Selected Restaurants,0,0.25,-1.8087444,51.140451
Sète,"238 Northdown Road,  Cliftonville, Margate, CT9 2QD, United Kingdom",Margate,United Kingdom,££,Modern British,https://www.setemargate.com/,Selected Restaurants,0,0.25,1.3988254,51.3874279
Tassili,"Esplanade, Saint Helier, JE2 3QA, United Kingdom",Saint Helier,United Kingdom,££££,Modern Cuisine,https://www.handpickedhotels.co.uk/grandjersey/eat-drink/our-services/tassili-restaurant,Selected Restaurants,0,0.25,-2.1161601,49.187297
Sael,"1 St James's Market, St. James's, London, SW1Y 4QQ, United Kingdom",London,United Kingdom,£££,Modern British,https://www.saellondon.com/,Selected Restaurants,0,0.25,-0.1332536,51.508868
Barley Sheaf,"Gorran Churchtown, PL26 6HN, United Kingdom",Gorran Churchtown,United Kingdom,££,Modern British,https://www.thebarleysheafgorran.co.uk,Selected Restaurants,0,0.25,-4.8082774,50.2466209
Prévost @ Haycock Manor,"Haycock Manor, London Road, Wansford, PE8 6JA, United Kingdom",Wansford,United Kingdom,££££,Modern Cuisine,https://haycock.co.uk/prevost-haycock/,Selected Restaurants,0,0.25,-0.4139616,52.5787333
TimeSpirit,"The Macallan Estate,  Easter Elchies, Aberlour, AB38 9RX, United Kingdom",Aberlour,United Kingdom,£££,Modern Cuisine,https://www.themacallan.com/en/experience-the-macallan/distillery/timespirit-dining-experience,Selected Restaurants,0,0.25,-3.2089918,57.4869367
Roe,"5 Park Drive, Canary Wharf, London, E14 9GG, United Kingdom",London,United Kingdom,££,Modern British,https://roerestaurant.co.uk/,Selected Restaurants,0,0.25,-0.0147162,51.5025121
Vetch,"29a Hope Street, Liverpool, L1 9BP, United Kingdom",Liverpool,United Kingdom,££££,Modern Cuisine,https://www.vetchrestaurant.com,Selected Restaurants,0,0.25,-2.9705859,53.4007625
Lan y Môr,"Coppet Hall Beach, Saundersfoot, SA66 9AJ, United Kingdom",Saundersfoot,United Kingdom,£££,"Modern Cuisine, Regional Cuisine",https://www.lanymorsaundersfoot.co.uk,Selected Restaurants,0,0.25,-4.6929169,51.7166082
The Links,"Tenby Golf Club, The Burrows, Tenby, SA70 7NP, United Kingdom",Tenby,United Kingdom,£££,Modern Cuisine,https://thelinkstenby.co.uk,Selected Restaurants,0,0.25,-4.70811,51.66832
Restaurant Auction House,"1 Cornmarket, Louth, LN11 9PY, United Kingdom",Louth,United Kingdom,£££,Modern British,https://www.auctionhouserestaurant.co.uk,Selected Restaurants,0,0.25,-0.0050003,53.3665297
Cuubo,"49 High Street, Harborne, Birmingham, B17 9NT, United Kingdom",Birmingham,United Kingdom,££,Modern British,https://cuubo.co.uk/,Selected Restaurants,0,0.25,-1.9441865,52.4606671
The Hambrough,"Hambrough Road, Ventnor, PO38 1SQ, United Kingdom",Ventnor,United Kingdom,££,Modern British,https://www.thehambrough.com,Selected Restaurants,0,0.25,-1.2054676,50.5938225
The Set,"50 Preston Road, Brighton and Hove, BN1 4QF, United Kingdom",Brighton and Hove,United Kingdom,££££,Modern Cuisine,https://www.thesetrestaurant.com,Selected Restaurants,0,0.25,-0.140615,50.8348606
RT Café Grill,"Royal Maritime House, 17 St. Thomas Street, Ryde, PO33 2DL, United Kingdom",Ryde,United Kingdom,££,Traditional British,https://www.robertthompson.co.uk/rt-cafe-grill,Selected Restaurants,0,0.25,-1.163207,50.7327661
1 York Place,"1 York Place, Clifton, City of Bristol, BS8 1AH, United Kingdom",City of Bristol,United Kingdom,££,European,https://www.1yorkplace.co.uk/,Selected Restaurants,0,0.25,-2.6133507,51.4544512
Dim Sum Duck,"124 King's Cross Road, King’s Cross, London, WC1X 9DS, United Kingdom",London,United Kingdom,£,Cantonese,,Selected Restaurants,0,0.25,-0.1164485,51.530205
The Terrace,"Quay Street, Yarmouth, PO41 0PB, United Kingdom",Yarmouth,United Kingdom,££,Classic Cuisine,https://www.theterraceiow.co.uk,Selected Restaurants,0,0.25,-1.5005889,50.7062426
Yugo,"3 Wellington Street, Belfast, BT1 6HT, United Kingdom",Belfast,United Kingdom,££,"Asian, Fusion",https://yugobelfast.com,Selected Restaurants,0,0.25,-5.932586,54.5964542
Bucks Head,"77-79 Main Street, Dundrum, BT33 0LU, United Kingdom",Dundrum,United Kingdom,£££,Modern Cuisine,https://thebucksheaddundrum.co.uk/,Selected Restaurants,0,0.25,-5.8416067,54.2588912
La Popote,"Church Farm, Manchester Road, Marton, SK11 9HF, United Kingdom",Marton,United Kingdom,£££,Classic French,https://www.la-popote.co.uk,Selected Restaurants,0,0.25,-2.2257399,53.2093291
Edinbane Lodge,"Old Dunvegan Road, Edinbane, Isle of Skye, IV51 9PW, United Kingdom",Isle of Skye,United Kingdom,££££,Modern Cuisine,https://www.edinbanelodge.com/,Selected Restaurants,0,0.25,-6.4318507,57.4693765
Stanley's,"151 Sydney Street, Chelsea, London, SW3 6NT, United Kingdom",London,United Kingdom,£££,Modern British,https://www.stanleyschelsea.co.uk,Selected Restaurants,0,0.25,-0.1692674,51.4876316
Kinneuchar Inn,"9-11 Main Street, Kilconquhar, KY9 1LF, United Kingdom",Kilconquhar,United Kingdom,£££,Modern British,https://www.kinneucharinn.com/,Selected Restaurants,0,0.25,-2.831778,56.208421
Nathan Marshall Clarke House,"Clarke House, Farnham Road, Liss, GU33 6JQ, United Kingdom",Liss,United Kingdom,££,Modern British,https://nathanmarshallsrestaurant.co.uk,Selected Restaurants,0,0.25,-0.9010549,51.05025
Botanical Rooms,"The Newt in Somerset, Bruton, BA7 7NG, United Kingdom",Bruton,United Kingdom,££££,Modern British,https://www.thenewtinsomerset.com,Selected Restaurants,0,0.25,-2.4863776,51.0779571
Bell,"The Square, Ramsbury, SN8 2PE, United Kingdom",Ramsbury,United Kingdom,££,Modern Cuisine,https://thebellramsbury.com,Selected Restaurants,0,0.25,-1.6045754,51.4427153
The Bailiwick,"Wick Road, Englefield Green, Egham, TW20 0HN, United Kingdom",Egham,United Kingdom,£££,Modern British,https://www.thebailiwick.co.uk,Selected Restaurants,0,0.25,-0.5881666,51.4199995
Glebe House,"Southleigh, EX24 6SD, United Kingdom",Southleigh,United Kingdom,£££,Country cooking,https://www.glebehousedevon.co.uk,Selected Restaurants,0,0.25,-3.1273026,50.7378672
The Butcher's Tap and Grill,"15 Spittal Street, Marlow, SL7 3HJ, United Kingdom",Marlow,United Kingdom,££,Meats and Grills,https://www.thebutcherstapandgrill.co.uk,Selected Restaurants,0,0.25,-0.776774,51.5724919
Bath Arms,"Horningsham, BA12 7LY, United Kingdom",Horningsham,United Kingdom,££,Modern British,https://www.batharmsinn.com,Selected Restaurants,0,0.25,-2.2729314,51.1737231
Silver Birch,"142 Chiswick High Road, Chiswick, London, W4 1PU, United Kingdom",London,United Kingdom,£££,Modern British,https://silverbirchchiswick.co.uk,Selected Restaurants,0,0.25,-0.253708,51.4928159
Sumi,"157 Westbourne Grove, Notting Hill, London, W11 2RS, United Kingdom",London,United Kingdom,£££,Japanese,https://www.sushisumi.com,Selected Restaurants,0,0.25,-0.1963611,51.5148067
E. STREET Bar & Grill,"New Street, Petworth, GU28 0AS, United Kingdom",Petworth,United Kingdom,£,Meats and Grills,https://estreetbarandgrill.co.uk,Selected Restaurants,0,0.25,-0.6085933,50.9861014
670 Grams,"The Custard Factory, 4 Gibb Street, Birmingham, B9 4AU, United Kingdom",Birmingham,United Kingdom,£££,"Creative, Innovative",https://670grams.com,Selected Restaurants,0,0.25,-1.8839411,52.4750694
MJP@ The Shepherds,"5 High Street, Fen Ditton, CB5 8ST, United Kingdom",Fen Ditton,United Kingdom,£££,Modern British,https://www.mjprestaurant.com,Selected Restaurants,0,0.25,0.1722092,52.2203781
COOK HOUSE,"Foundry Lane Studios, Foundry Lane, Newcastle Upon Tyne, NE6 1LH, United Kingdom",Newcastle Upon Tyne,United Kingdom,££,Modern British,https://www.cookhouse.org/,Selected Restaurants,0,0.25,-1.590495,54.9747309
The Brewers,"Lower Road, Rattlesden, IP30 0RJ, United Kingdom",Rattlesden,United Kingdom,££,Modern Cuisine,https://thebrewersrattlesden.co.uk,Selected Restaurants,0,0.25,0.8926686,52.1931449
Number 20,"20 Rosedale Lane, Port Mulgrave, TS13 5JZ, United Kingdom",Port Mulgrave,United Kingdom,£££,Seafood,https://www.restaurantnumber20.co.uk,Selected Restaurants,0,0.25,-0.7761193,54.5434538
Roux at Skindles,"Mill Lane, Taplow, SL6 0AG, United Kingdom",Taplow,United Kingdom,££,French,https://rouxatskindles.co.uk,Selected Restaurants,0,0.25,-0.7010845,51.5241356
Tillingham,"Dew Farm, Dew Lane, Peasmarsh, TN31 6XD, United Kingdom",Peasmarsh,United Kingdom,£££,Modern British,https://tillingham.com,Selected Restaurants,1,0.25,0.6760094,50.9601961
Black Bear Inn,"Clytha Road, Bettws Newydd, NP15 1JN, United Kingdom",Bettws Newydd,United Kingdom,££,Regional Cuisine,https://www.theblackbearinn.co.uk,Selected Restaurants,0,0.25,-2.9277166,51.7504756
Lyon's,"1 Park Road, Crouch End, London, N8 8TE, United Kingdom",London,United Kingdom,££,Seafood,https://lyons-restaurant.com,Selected Restaurants,0,0.25,-0.1240998,51.580391
Volta Do Mar,"100 Draycott Avenue, Chelsea, London, SW3 3AD, United Kingdom",London,United Kingdom,££,"Portuguese, Classic Cuisine",https://www.voltadomar.co.uk/,Selected Restaurants,0,0.25,-0.1674032,51.4934879
Fletchers,"Ripon, HG4 3ET, United Kingdom",Ripon,United Kingdom,£££,Modern British,https://www.grantleyhall.co.uk/dining/fletchers-restaurant,Selected Restaurants,0,0.25,-1.6315481,54.1188327
Chakana,"140 Alcester Road, Moseley, Birmingham, B13 8HT, United Kingdom",Birmingham,United Kingdom,££,Peruvian,https://chakana-restaurant.co.uk,Selected Restaurants,0,0.25,-1.887945,52.4482501
Rothay Manor,"Borrans Road, Ambleside, LA22 0EH, United Kingdom",Ambleside,United Kingdom,£££,Modern British,https://rothaymanor.co.uk,Selected Restaurants,0,0.25,-2.9685916,54.4264158
The Ingham Swan,"Sea Palling Road, Ingham, NR12 9AB, United Kingdom",Ingham,United Kingdom,£££,Modern Cuisine,https://www.theinghamswan.co.uk,Selected Restaurants,0,0.25,1.543253,52.7793812
Lido Restaurant,"Oakfield Place, City of Bristol, BS8 2BJ, United Kingdom",City of Bristol,United Kingdom,££,Mediterranean Cuisine,https://www.lidobristol.com,Selected Restaurants,0,0.25,-2.6111844,51.4597704
"The Sea, The Sea","174 Pavilion Road, Chelsea, London, SW1X 0AW, United Kingdom",London,United Kingdom,££,Seafood,https://www.theseathesea.net/,Selected Restaurants,0,0.25,-0.1589574,51.4936105
The Grandtully Hotel by Ballintaggart,"Grandtully, PH9 0PL, United Kingdom",Grandtully,United Kingdom,££,Modern British,https://www.ballintaggart.com,Selected Restaurants,0,0.25,-3.7752209,56.6575151
Angela's,"21 The Parade, Margate, CT9 1EX, United Kingdom",Margate,United Kingdom,££,Seafood,https://angelasofmargate.com/,Selected Restaurants,1,0.25,1.3805686,51.3894195
The Walrus,"2 Lower Claremont Bank, Shrewsbury, SY1 1RT, United Kingdom",Shrewsbury,United Kingdom,£££,Modern British,https://www.the-walrus.co.uk,Selected Restaurants,0,0.25,-2.7581708,52.7093148
The French House,"49 Dean Street, Soho, London, W1D 5BG, United Kingdom",London,United Kingdom,£££,Traditional Cuisine,http://www.frenchhousesoho.com,Selected Restaurants,0,0.25,-0.1317553,51.5127846
Kanishka,"17-19 Maddox Street, Mayfair, London, W1S 2QH, United Kingdom",London,United Kingdom,£££,Indian,https://kanishkarestaurant.co.uk/,Selected Restaurants,0,0.25,-0.1418111,51.513141
Provender,"West End House, High Street, Melrose, TD6 9RU, United Kingdom",Melrose,United Kingdom,££,Modern British,https://provendermelrose.com/,Selected Restaurants,0,0.25,-2.7225173,55.598304
The Oyster Club by Adam Stokes,"43 Temple Street, Birmingham, B2 5DP, United Kingdom",Birmingham,United Kingdom,£££,"Seafood, Oyster Specialities",https://www.the-oyster-club.co.uk,Selected Restaurants,0,0.25,-1.8989336,52.4804994
Ox Barn,"Southrop Manor Estate, Southrop, GL7 3NX, United Kingdom",Southrop,United Kingdom,££,Modern British,https://www.thyme.co.uk/eat/ox-barn,Selected Restaurants,0,0.25,-1.70938,51.72918
Lamb Inn,"Steep Hill, Leafield Road, Crawley, OX29 9TW, United Kingdom",Crawley,United Kingdom,£,Modern British,https://www.lambpub.co.uk/,Selected Restaurants,0,0.25,-1.5069854,51.8061104
The Abbey Inn,"Byland, YO61 4BD, United Kingdom",Byland,United Kingdom,£££,Modern Cuisine,https://www.abbeyinnbyland.co.uk/,Selected Restaurants,0,0.25,-1.1603484,54.2034945
The Lamb Inn,"High Street, Little Milton, OX44 7PU, United Kingdom",Little Milton,United Kingdom,££,Modern British,https://www.lambinnlittlemilton.co.uk/,Selected Restaurants,0,0.25,-1.105976,51.7038466
Satori,"2C St. Mary's Row, Wake Green Road, Moseley, Birmingham, B13 9EZ, United Kingdom",Birmingham,United Kingdom,£££,Japanese,https://thesatori.co.uk/,Selected Restaurants,0,0.25,-1.8839352,52.4458228
Yamas,"The Quay, Looe, PL13 1AH, United Kingdom",Looe,United Kingdom,££,Greek,https://www.yamaslooe.com/,Selected Restaurants,0,0.25,-4.4544414,50.3529796
Ibai,"90 Bartholomew Close, City of London, London, EC1 7BN, United Kingdom",London,United Kingdom,£££,Basque,https://ibai.london/,Selected Restaurants,0,0.25,-0.0988872,51.5178904
DA COSTA,"Durslade Farm, Dropping Lane, Bruton, BA10 0NL, United Kingdom",Bruton,United Kingdom,£££,Italian,https://da-costa.co.uk/,Selected Restaurants,0,0.25,-2.4473208,51.1087505
Sonnet,"41 Bondgate Without, Alnwick, NE66 1PR, United Kingdom",Alnwick,United Kingdom,££££,Modern Cuisine,https://sonnet.restaurant,Selected Restaurants,0,0.25,-1.7031102,55.4123028
The Park,"2 Queensway, Lancaster Gate, London, W2 3RX, United Kingdom",London,United Kingdom,£££,"American, Italian",https://www.theparkrestaurant.com/,Selected Restaurants,0,0.25,-0.1868843,51.5103181
Sesta,"52 Wilton Way, London Fields, London, E8 1BG, United Kingdom",London,United Kingdom,£££,European Contemporary,https://www.sesta.co.uk,Selected Restaurants,0,0.25,-0.06109,51.54558
Paulette,"18 Formosa Street, Little Venice, London, W9 1EE, United Kingdom",London,United Kingdom,££,French,https://www.paulettelondon.com/,Selected Restaurants,0,0.25,-0.185108,51.524517
