record_type,previous_year,current_year,previous_row,current_row,previous_name,current_name,previous_address,current_address,previous_location,current_location,department,region,previous_award,current_award,previous_stars,current_stars,previous_greenstar,current_greenstar,change_types,material,matching_method,matching_confidence,review_status,match_evidence
comparison,2023,2024,67.0,314.0,Auberge du Cheval Blanc,Auberge du Cheval Blanc,4 rue de Wissembourg,4 rue de Wissembourg,"Lembach, 67510","Lembach, 67510",Bas-Rhin,Grand Est,2 MICHELIN Stars,1 Star,2.0,1.0,,,demoted,True,exact_url_postal,1.0,not_required,normalized_url+postal_code
comparison,2023,2024,1.0,78.0,René et Maxime Meilleur,René et Maxime Meilleur,Hameau de  Saint-Marcel,Hameau de Saint-Marcel,"Saint-Martin-de-Belleville, 73440","Saint-Martin-de-Belleville, 73440",Savoie,Auvergne-Rhône-Alpes,3 MICHELIN Stars,2 Stars,3.0,2.0,,,demoted,True,exact_url_postal,1.0,not_required,normalized_url+postal_code
comparison,2023,2024,,193.0,,AinTimiste,,4 rue de la Pompe,,"Poncin, 01450",Ain,Auvergne-Rhône-Alpes,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,106.0,,Alpage,,"Annapurna, 734 route de l'Altiport, Courchevel 1850",,"Courchevel, 73120",Savoie,Auvergne-Rhône-Alpes,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,222.0,,Ar Men Du,,"47 rue des Îles, à Raguenès-Plage",,"Névez, 29920",Finistère,Bretagne,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,310.0,,Auberge de la Forge,,8 rue Jean-Parisot,,"Lavalette, 31590",Haute-Garonne,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,557.0,,Auberge de la Grive,,5 rue du Logis,,"Trosly-Loire, 02300",Aisne,Hauts-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,464.0,,Bacôve,,8 rue Caventou,,"Saint-Omer, 62500",Pas-de-Calais,Hauts-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,444.0,,Bessem,,183 avenue de la République,,"Mandelieu-La Napoule, 06210",Alpes-Maritimes,Provence-Alpes-Côte d'Azur,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,593.0,,Blanc,,52 rue de Longchamp,,"Paris, 75116",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,259.0,,Burgundy by Matthieu,,24 quai Saint-Antoine,,"Lyon, 69002",Rhône,Auvergne-Rhône-Alpes,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,631.0,,Calice,,30 boulevard Bertrand-Duguesclin,,"Béziers, 34500",Hérault,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,148.0,,Chakaiseiki Akiyoshi,,59 rue Letellier,,"Paris, 75015",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,615.0,,Château de Collias,,8 bis chemin du Barry,,"Collias, 30210",Gard,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,614.0,,Cueillette,,3 La Raufie,,"Altillac, 19120",Corrèze,Nouvelle-Aquitaine,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,591.0,,Datil,,13 rue des Gravilliers,,"Paris, 75003",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,332.0,,Espadon,,"Ritz Paris, 15 place Vendôme",,"Paris, 75001",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,114.0,,Galanga,,"Hôtel Monsieur George, 17 rue Washington",,"Paris, 75008",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,592.0,,Géosmine,,71 rue de la Folie-Méricourt,,"Paris, 75011",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,629.0,,Hémicycle,,5 rue de Bourgogne,,"Paris, 75007",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,418.0,,L'Almandin,,"Boulevard de l'Almandin, St-Cyprien Sud",,"Saint-Cyprien, 66750",Pyrénées-Orientales,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,429.0,,L'Atelier des Augustins,,17 rue Hippolyte-Flandrin,,"Lyon, 69001",Rhône,Auvergne-Rhône-Alpes,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,363.0,,L'Auberge de Lucinges,,67 place de l'Église,,"Lucinges, 74380",Haute-Savoie,Auvergne-Rhône-Alpes,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,622.0,,L'Impulsif,,19 avenue Baraduc,,"Châtel-Guyon, 63140",Puy-de-Dôme,Auvergne-Rhône-Alpes,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,587.0,,La Bastide Bourrelly - Mathias Dandine,,Place Albert-Florens,,"Cabriès, 13480",Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,619.0,,La Coopérative - Domaine Riberach,,2 route de Caladroy,,"Bélesta, 66720",Pyrénées-Orientales,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,151.0,,La Table de l'Orangerie - Château de Fonscolombe,,Route de Saint-Canadet,,"Le Puy-Sainte-Réparade, 13610",Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,31.0,,La Table des Amis by Christophe Bacquié,,"Les Mas Les Eydins, 2420 chemin du Four",,"Bonnieux, 84480",Vaucluse,Provence-Alpes-Côte d'Azur,,2 Stars,,2.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,0.0,,La Table du Castellet,,"3001 route des Hauts-du-Camp, au Circuit Paul Ricard",,"Le Castellet, 83330",Var,Provence-Alpes-Côte d'Azur,,3 Stars,,3.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,133.0,,La Terrasse - Cheval Blanc St-Tropez,,Plage de la Bouillabaisse,,"Saint-Tropez, 83990",Var,Provence-Alpes-Côte d'Azur,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,594.0,,La Verrière,,"Hôtel Marinca, lieu-dit Vitricella",,"Olmeto, 20113",Corse-du-Sud,Corse,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,105.0,,La Vieille Auberge,,11 rue du Général-de-Gaulle,,"Villeneuve-le-Comte, 77174",Seine-et-Marne,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,556.0,,Le Chamarlenc,,19 rue Raphaël,,"Puy-en-Velay, 43000",Haute-Loire,Auvergne-Rhône-Alpes,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,288.0,,Le Champ des Lunes,,Route de Roquefraîche,,"Lauris, 84360",Vaucluse,Provence-Alpes-Côte d'Azur,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,559.0,,Le Cin5 - Au Cœur du Village,,26 montée du Château,,"La Clusaz, 74220",Haute-Savoie,Auvergne-Rhône-Alpes,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,407.0,,Le Cèdre de Montcaud,,Hameau de Combes,,"Sabran, 30200",Gard,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,565.0,,Le Feuillée - Le Couvent des Minimes,,Chemin des Jeux-de-Maï,,"Mane, 04300",Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,338.0,,Le K,,"Domaine de la Klauss, 2 impasse du Klaussberg",,"Montenach, 57480",Moselle,Grand Est,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,456.0,,Le Petit Léon,,Le Bourg,,"Saint-Léon-sur-Vézère, 24290",Dordogne,Nouvelle-Aquitaine,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,503.0,,Le Prieuré,,7 place du Chapitre,,"Villeneuve-lès-Avignon, 30400",Gard,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,627.0,,Le Saint Hilaire,,5 rue André-Schenk,,"Saint-Hilaire-de-Brethmas, 30560",Gard,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,107.0,,Le Tout-Paris,,"Cheval Blanc Paris, 8 quai du Louvre",,"Paris, 75001",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,110.0,,Louise,,4 rue Léo-le-Bourgo,,"Lorient, 56100",Morbihan,Bretagne,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,98.0,,Maison Benoît Vidal,,"Sur-les-Bois, 79 route de Thônes",,"Annecy, 74940",Haute-Savoie,Auvergne-Rhône-Alpes,,2 Stars,,2.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,628.0,,Maison Dubois,,2 rue de Vienne,,"Paris, 75008",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,555.0,,Maison Rosella par Francesco Di Marzio,,"Château de Germigney, 31 rue Edgar-Faure",,"Port-Lesney, 39600",Jura,Bourgogne-Franche-Comté,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,265.0,,Mont Blanc Restaurant & Goûter,,16 rue de la Voûte,,"Hauteluce, 73620",Savoie,Auvergne-Rhône-Alpes,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,630.0,,Nacre,,3 bis rue Sophie-et-Paul-Wallerstein,,"Arès, 33740",Gironde,Nouvelle-Aquitaine,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,549.0,,Nhome,,41 rue de Montpensier,,"Paris, 75001",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,102.0,,ONICE,,5 rue Antoine-Gautier,,"Nice, 06300",Alpes-Maritimes,Provence-Alpes-Côte d'Azur,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,134.0,,Onor,,258 rue du Faubourg-Saint-Honoré,,"Paris, 75008",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,409.0,,Racines - Bruno Cirino,,3 rue Clément-Roassal,,"Nice, 06000",Alpes-Maritimes,Provence-Alpes-Côte d'Azur,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,586.0,,Restaurant Hervé Busset,,24 place du Bourg,,"Rodez, 12000",Aveyron,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,103.0,,SEPT,,11 rue Théodore-Ozenne,,"Toulouse, 31000",Haute-Garonne,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,554.0,,Sushi Yoshinaga,,27 rue du 4 Septembre,,"Paris, 75002",Paris,Île-de-France,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,583.0,,Émilie & Thomas - Moulin de Cambelong,,61 lieu-dit Cambelong,,"Conques-en-Rouergue, 12320",Aveyron,Occitanie,,1 Star,,1.0,,,new_entry,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,800.0,321.0,Auberge du XIIème Siècle,Auberge du XIIème Siècle,1 rue du Château,1 rue du Château,"Saché, 37190","Saché, 37190",Indre-et-Loire,Centre-Val de Loire,Bib Gourmand,1 Star,0.5,1.0,,,newly_starred|promoted|classification_changed,True,exact_url_postal,1.0,not_required,normalized_url+postal_code
comparison,2023,2024,288.0,64.0,L'Orangerie,L'Orangerie,"Four Seasons George V, 31 avenue George-V","Four Seasons George V, 31 avenue George-V","Paris, 75008","Paris, 75008",Paris,Île-de-France,1 MICHELIN Star,2 Stars,1.0,2.0,,,promoted,True,exact_url_postal,1.0,not_required,normalized_url+postal_code
comparison,2023,2024,54.0,13.0,Le Gabriel - La Réserve Paris,Le Gabriel - La Réserve Paris,"La Réserve Paris, 42 avenue Gabriel","La Réserve Paris, 42 avenue Gabriel","Paris, 75008","Paris, 75008",Paris,Île-de-France,2 MICHELIN Stars,3 Stars,2.0,3.0,,,promoted,True,exact_url_postal,1.0,not_required,normalized_url+postal_code
comparison,2023,2024,348.0,52.0,Le Jules Verne,Le Jules Verne,Tour Eiffel - Avenue Gustave-Eiffel,Tour Eiffel - Avenue Gustave-Eiffel,"Paris, 75007","Paris, 75007",Paris,Île-de-France,1 MICHELIN Star,2 Stars,1.0,2.0,,,promoted,True,exact_url_postal,1.0,not_required,normalized_url+postal_code
comparison,2023,2024,166.0,83.0,Maison Ronan Kervarrec,Maison Ronan Kervarrec,1 impasse du Vieux-Bourg,1 impasse du Vieux-Bourg,"Saint-Grégoire, 35760","Saint-Grégoire, 35760",Ille-et-Vilaine,Bretagne,1 MICHELIN Star,2 Stars,1.0,2.0,,,promoted,True,exact_url_postal,1.0,not_required,normalized_url+postal_code
comparison,2023,2024,112.0,29.0,Maison Ruggieri,Maison Ruggieri,11 rue Treilhard,11 rue Treilhard,"Paris, 75008","Paris, 75008",Paris,Île-de-France,1 MICHELIN Star,2 Stars,1.0,2.0,,,promoted,True,exact_url_postal,1.0,not_required,normalized_url+postal_code
comparison,2023,2024,452.0,30.0,Sylvestre Wahid - Les Grandes Alpes,Sylvestre Wahid - Les Grandes Alpes,28 rue de l'Église,"28 rue de l'Église, Courchevel 1850","Courchevel, 73120","Courchevel, 73120",Savoie,Auvergne-Rhône-Alpes,1 MICHELIN Star,2 Stars,1.0,2.0,,,promoted|relocated,True,exact_url_postal,1.0,not_required,normalized_url+postal_code
comparison,2023,2024,303.0,,ASPIC,,24 rue de la Tour-d'Auvergne,,"Paris, 75009",,Paris,Île-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,518.0,,Alcyone,,1 place Daviel,,"Marseille, 13002",,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,31.0,,Au 14 Février,,Le Plâtre-Durand,,"Saint-Amour-Bellevue, 71570",,Saône-et-Loire,Bourgogne-Franche-Comté,2 MICHELIN Stars,,2.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,615.0,,Au Déjeuner de Sousceyrac,,2 allée Gaston-Monnerville,,"Sousceyrac-en-Quercy, 46190",,Lot,Occitanie,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,397.0,,Au Souper Fin,,1 route de Clères,,"Frichemesnil, 76690",,Seine-Maritime,Normandy,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,598.0,,Auberge Nicolas Flamel,,51 rue de Montmorency,,"Paris, 75003",,Paris,Île-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,614.0,,Buerehiesel,,4 parc de l'Orangerie,,"Strasbourg, 67000",,Bas-Rhin,Grand Est,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,278.0,,Château de Courban,,7 rue du Lavoir,,"Courban, 21520",,Côte-d'Or,Bourgogne-Franche-Comté,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,346.0,,ERH,,11 rue Tiquetonne,,"Paris, 75002",,Paris,Île-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,78.0,,Hostellerie Jérôme,,20 rue Comte-de-Cessole,,"La Turbie, 06320",,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 MICHELIN Stars,,2.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,361.0,,Hostellerie de l'Abbaye de la Celle,,Place du Général-de-Gaulle,,"La Celle, 83170",,Var,Provence-Alpes-Côte d'Azur,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,357.0,,Jin,,6 rue de la Sourdière,,"Paris, 75001",,Paris,Île-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,379.0,,L'Atelier de Joël Robuchon - St-Germain,,5 rue de Montalembert,,"Paris, 75007",,Paris,Île-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,269.0,,La Barbacane,,Place Auguste-Pierre-Pont,,"Carcassonne, 11000",,Aude,Occitanie,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,285.0,,La Condesa,,13 rue Rodier,,"Paris, 75009",,Paris,Île-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,459.0,,La Dune du Château de Sable,,38 rue de l'Europe,,"Porspoder, 29840",,Finistère,Brittany,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,267.0,,La Gourmandière - La Table d'Olivier,,Rue de Poignant,,"Vannes, 56000",,Morbihan,Brittany,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,128.0,,La Rotonde,,3 avenue Georges-Bassinet,,"Charbonnières-les-Bains, 69260",,Rhône,Auvergne-Rhône-Alpes,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,519.0,,La Signoria,,Route de la Forêt-de-Bonifato,,"Calvi, 20260",,Haute-Corse,Corsica,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,616.0,,La Table d'Aurélien Largeau,,"Hôtel du Palais, 1 avenue de l'Impératrice",,"Biarritz, 64200",,Pyrénées-Atlantiques,Nouvelle-Aquitaine,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,254.0,,La Table de la Mainaz,,"Route du Col de la Faucille, lieu-dit La Mainaz",,"Gex, 01170",,Ain,Auvergne-Rhône-Alpes,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,432.0,,Le 1825 - La Table gastronomique,,Château de la Brûlaire - 404 La Brûlaire,,"Gesté, 49600",,Maine-et-Loire,Pays de la Loire,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,589.0,,Le Bénaton,,25 rue du Faubourg-Bretonnière,,"Beaune, 21200",,Côte-d'Or,Bourgogne-Franche-Comté,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,225.0,,Le Chiquito,,3 rue de l'Oise,,"Méry-sur-Oise, 95540",,Val-d'Oise,Île-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,619.0,,Le Cénacle,,46 rue des Couteliers,,"Toulouse, 31000",,Haute-Garonne,Occitanie,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,440.0,,Le Foch,,37 boulevard Foch,,"Reims, 51100",,Marne,Grand Est,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,39.0,,Le Montgomerie,,"Le K2 Altitude, 356 route de l'Altiport, Courchevel 1850",,"Courchevel, 73120",,Savoie,Auvergne-Rhône-Alpes,2 MICHELIN Stars,,2.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,578.0,,Le Petit Hôtel du Grand Large,,"11 quai Saint-Ivy, à Portivy",,"Saint-Pierre-Quiberon, 56510",,Morbihan,Brittany,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,473.0,,Le Sénéchal,,Le Bourg,,"Sauveterre-de-Rouergue, 12800",,Aveyron,Occitanie,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,163.0,,Le Sérac,,22 rue de la Comtesse,,"Saint-Gervais-les-Bains, 74170",,Haute-Savoie,Auvergne-Rhône-Alpes,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,324.0,,Le Val d'Auge,,805 avenue du Général-de-Gaulle,,"Bondues, 59910",,Nord,Hauts-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,330.0,,Les Climats,,41 rue de Lille,,"Paris, 75007",,Paris,Île-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,155.0,,Les Loges,,"Cour des Loges, 6 rue du Bœuf",,"Lyon, 69005",,Rhône,Auvergne-Rhône-Alpes,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,366.0,,Les Oliviers,,"Hôtel Île Rousse, 25 boulevard Louis-Lumière",,"Bandol, 83150",,Var,Provence-Alpes-Côte d'Azur,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,77.0,,Maison Jeunet,,"Château de Germigney, rue Edgar-Faure",,"Port-Lesney, 39330",,Jura,Bourgogne-Franche-Comté,2 MICHELIN Stars,,2.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,131.0,,Maximilien,,19A route d'Ostheim,,"Zellenberg, 68340",,Haut-Rhin,Grand Est,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,234.0,,Mickaël Féval,,11 petite rue Saint-Jean,,"Aix-en-Provence, 13100",,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,488.0,,Nature,,20 place de Saint-Vaast,,"Armentières, 59280",,Nord,Hauts-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,609.0,,Ogata,,16 rue Debelleyme,,"Paris, 75003",,Paris,Île-de-France,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,235.0,,René'Sens par Jean-François Bérard,,6 rue Gabriel-Péri,,"La Cadière-d'Azur, 83740",,Var,Provence-Alpes-Côte d'Azur,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,424.0,,Roza,,3 place de la Monnaie,,"Nantes, 44000",,Loire-Atlantique,Pays de la Loire,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,51.0,,Sur Mesure par Thierry Marx,,"Mandarin Oriental, 251 rue Saint-Honoré",,"Paris, 75001",,Paris,Île-de-France,2 MICHELIN Stars,,2.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,202.0,,À Contre Sens,,8-10 rue des Croisiers,,"Caen, 14000",,Calvados,Normandy,1 MICHELIN Star,,1.0,,,,removed_from_guide,True,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,987.0,,Aux 2 K,,5 rue Louise-Émilie-de-la-Tour-d'Auvergne,,"Paris, 75009",Paris,Île-de-France,,Bib Gourmand,,0.5,,,new_entry,False,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,959.0,,Baca'v - Boulogne,,33 avenue du Général-Leclerc,,"Boulogne-Billancourt, 92100",Hauts-de-Seine,Île-de-France,,Bib Gourmand,,0.5,,,new_entry,False,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,961.0,,Bibendum,,83 rue Joseph-Vernet,,"Avignon, 84000",Vaucluse,Provence-Alpes-Côte d'Azur,,Bib Gourmand,,0.5,,,new_entry,False,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,918.0,,Cave à Vin & à Manger - Maison Saint-Crescent,,"Rond-point de la Liberté, 68 avenue du Général-Leclerc",,"Narbonne, 11100",Aude,Occitanie,,Bib Gourmand,,0.5,,,new_entry,False,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,957.0,,Chez Loustic,,19 rue Reclusane,,"Toulouse, 31000",Haute-Garonne,Occitanie,,Bib Gourmand,,0.5,,,new_entry,False,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,1007.0,,Château de Cîteaux - Bistrot La Cueillette,,18 rue de Cîteaux,,"Meursault, 21190",Côte-d'Or,Bourgogne-Franche-Comté,,Bib Gourmand,,0.5,,,new_entry,False,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,662.0,,Clément Artisan Culinaire,,6 rue Eugène-Mazélie,,"Lauzun, 47410",Lot-et-Garonne,Nouvelle-Aquitaine,,Bib Gourmand,,0.5,,,new_entry,False,unmatched,0.0,unmatched,no deterministic match
comparison,2023,2024,,1013.0,,Doma,,4 Grand Rue,,"Saint-Malo, 35400",Ille-et-Vilaine,Bretagne,,Bib Gourmand,,0.5,,,new_entry,False,unmatched,0.0,unmatched,no deterministic match
